,genre,artist,track,track_id,popularity,danceability,instrumentalness,favorite,prediction
108675,Pop,Khalid,The Ways (with Swae Lee),5jyyPsIGM2yqkZN9R3TmvN,73,0.727,1.21e-06,0,1
108676,Pop,Russell Dickerson,Yours,6RSNKGdv3nDTHqgw4bdzyF,75,0.555,0.0,0,1
108679,Pop,The All-American Rejects,Gives You Hell,6ihL9TjfRjadfEePzXXyVF,71,0.7140000000000001,0.0,0,1
108688,Pop,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),45XhKYRRkyeqoW3teSOkCM,71,0.613,0.0,0,1
108700,Pop,P!nk,Just Give Me a Reason (feat. Nate Ruess),4VC5nFbYO4avKksJ9jN4pY,73,0.778,0.000302,0,1
108702,Pop,Frank Ocean,Ivy,2ZWlPOoWh0626oTaHrnl2a,77,0.5670000000000001,0.000309,0,1
108703,Pop,Manuel Turizo,Sola,675w3ACw5xZR3ODhUJlEVN,82,0.7040000000000001,0.0,0,1
108707,Pop,Jason Mraz,I Won't Give Up,53QF56cjZA9RTuuMZDrSA6,72,0.585,0.0,0,1
108718,Pop,fun.,Some Nights,6t6oULCRS6hnI7rm0h5gwl,71,0.672,6.75e-05,0,1
108719,Pop,Post Malone,Patient,5DLTuH4A5VZB2HKpqHQR6t,74,0.743,0.0,0,1
108725,Pop,Twenty One Pilots,Car Radio,5cbpoIu3YjoOwbBDGUEp3P,76,0.7659999999999999,0.0,0,1
108726,Pop,Ariana Grande,Let Me Love You,5AKlnLpP3WLwZseNbjquND,74,0.528,0.0,0,1
108727,Pop,Ciara,Level Up,5ubwXXOsH9bUhZsQ0Cybha,76,0.746,0.0107,0,1
108734,Pop,Ashanti,Foolish,6zMUIb4uce1CzpbjR3vMdN,73,0.47700000000000004,0.0,0,1
108737,Pop,Adele,Rolling in the Deep,1CkvWZme3pRgbzaxZnTl5X,74,0.7290000000000001,0.0,0,1
108739,Pop,Adele,Send My Love (To Your New Lover),4BHzQ9C00ceJxfG16AlNWb,73,0.69,3.16e-06,0,1
108741,Pop,Hozier,Would That I,37zuIvk4KBkAxxLJsxJaHq,65,0.521,0.005370000000000001,0,1
108745,Pop,Kacey Musgraves,Slow Burn,6ET9kf9riLETWs9lePUEAI,74,0.555,0.00019099999999999998,0,1
108746,Pop,Manuel Turizo,Esclavo de Tus Besos,3g4UyIcQwutiG0TfW32GnX,85,0.805,0.0,0,1
108749,Pop,Queen Naija,Butterflies,4A58lXGBRCg2cumRXTRxHO,70,0.737,0.0,0,1
108752,Pop,Wisin,Escápate Conmigo (feat. Ozuna),1KSqYYJFyfTecXFk9M0prc,80,0.7440000000000001,6.27e-05,0,1
108757,Pop,JoJo,"Too Little, Too Late - Radio Version",7oUMJhQp5Bqu6HqxSZs02v,74,0.446,1.07e-06,0,1
108759,Pop,Nick Jonas,Close,3lSDIJ2abCrOdDJ6pshUap,72,0.653,0.0,0,1
108762,Pop,John Mayer,Waiting On the World to Change,5imShWWzwqfAJ9gXFpGAQh,76,0.5770000000000001,0.00023199999999999997,0,1
108763,Pop,Twenty One Pilots,Nico And The Niners,5SehvGGC53A7SZKCLXQcyt,77,0.728,7.01e-06,0,1
108771,Pop,mansionz,STFU,2p4p9YGwmJIdf5IA9sSWhm,72,0.8240000000000001,0.0,0,1
108773,Pop,Troye Sivan,My My My!,4NiehSBQthimPzRsVeOgCT,75,0.701,0.000151,0,1
108777,Pop,Niykee Heaton,Bad Intentions,5W3UniuRMkHHIpaiQo1hAW,72,0.743,0.0,0,1
108782,Pop,EXO,Love Shot,0yB4jrSwN0bFtFRDR5vyMj,79,0.6890000000000001,0.0,0,1
108785,Pop,Trey Songz,Slow Motion,4NYwy0R3NdvORX2B6OZXBT,73,0.733,3.9200000000000004e-05,0,1
108788,Pop,Tory Lanez,TAlk tO Me (with Rich The Kid),2cRgo1TiPm7SnPvYzvbOLf,76,0.731,0.0,0,1
108790,Pop,John Mayer,Gravity,3SktMqZmo3M9zbB7oKMIF7,75,0.764,0.0013,0,1
108791,Pop,Noah Schnacky,Maybe We Will,7Erj78ODNzUx71KQ9q8aUL,72,0.583,0.0,0,1
108797,Pop,The Weeknd,Wasted Times,72TyiiduRmczEbDIEtKQdR,75,0.562,2.0399999999999998e-05,0,1
108801,Pop,Looking Glass,Brandy (You're a Fine Girl),2BY7ALEWdloFHgQZG6VMLA,73,0.7190000000000001,1.59e-05,0,1
108804,Pop,LANY,Thru These Tears,7GbAp0HKPQW7WnFJAzMoRk,78,0.711,0.0,0,1
108818,Pop,Chord Overstreet,Hold On,5vjLSffimiIP26QG5WcN2K,77,0.608,0.0,0,1
108820,Pop,Nick Jonas,Right Now,43wzy7JxMEfvCh8ZFeZKYk,79,0.597,0.0,0,1
108823,Pop,Bas,Tribe (with J. Cole),0YAQnYt2oB8OdoaeqnHyTI,78,0.755,0.0,0,1
108824,Pop,Axwell /\ Ingrosso,More Than You Know,6h5PAsRni4IRlxWr6uDPTP,83,0.6459999999999999,0.0,0,1
108832,Pop,Machine Gun Kelly,Bad Things (with Camila Cabello),1PSBzsahR2AKwLJgx8ehBj,76,0.6970000000000001,0.0,0,1
108839,Pop,Travis Scott,wonderful,1cZlBZwnwGPtYeRIeQcoFh,71,0.769,0.0,0,1
108840,Pop,The Chainsmokers,Roses,3vv9phIu6Y1vX3jcqaGz5Z,75,0.713,0.0037700000000000003,0,1
108843,Pop,Madison Beer,Dead,5kApwSRDqF5CKclVLw1FBM,74,0.583,0.0,0,1
108847,Pop,Kelly Clarkson,Because of You,3f3omU8n47Mqyab5nCaGyT,75,0.583,0.0,0,1
108862,Pop,Donnie Trumpet & The Social Experiment,Sunday Candy,6fTdcGsjxlAD9PSkoPaLMX,70,0.511,0.0,0,1
108870,Pop,Maroon 5,Girls Like You,6OEHjJJvdkk1Ln0p0AZdyz,70,0.611,1.01e-06,0,1
108882,Pop,Pia Mia,Do It Again,72Bz4ciRZPBcVSw0nrZDHi,76,0.7140000000000001,0.0,0,1
108889,Pop,Ella Mai,She Don't (feat. Ty Dolla $Ign),01JPQ87UHeGysPVwTqMJHK,75,0.65,0.0,0,1
108904,Pop,Matt Nathanson,Come On Get Higher,38YgZVHPWOWsKrsCXz6JyP,72,0.672,0.0,0,1
108907,Pop,Gucci Mane,BiPolar (feat. Quavo),4fGT0JiaqoHShrg6uSsKfB,76,0.747,0.0,0,1
108911,Pop,Adele,All I Ask,1wMALZpuqAy7amQsFBWQ8m,71,0.5870000000000001,0.0,0,1
108917,Pop,The Wanted,Glad You Came,3AGOgQzp0YcPH41u9p7dOp,68,0.755,1.59e-05,0,1
108921,Pop,Sam Hunt,Make You Miss Me,0xwPzLmBAYro8BUz7MrtAo,71,0.614,0.0,0,1
108933,Pop,Gryffin,Feel Good (feat. Daya),0Ev562zA4pmUsBqjxsxxdx,71,0.625,0.0,0,1
108944,Pop,Avril Lavigne,Dumb Blonde (feat. Nicki Minaj),1Spmq0UazGU6ovMIlGldZX,75,0.727,0.0,0,1
108945,Pop,Alina Baraz,Electric (feat. Khalid),20TYNq9o5sdBAbkCWE9ih7,76,0.599,2.1899999999999997e-05,0,1
108947,Pop,Twenty One Pilots,Tear in My Heart,3bnVBN67NBEzedqQuWrpP4,74,0.655,0.0,0,1
108951,Pop,Miley Cyrus,Malibu,1UZOjK1BwmwWU14Erba9CZ,79,0.573,2.64e-05,0,1
108964,Pop,TOMORROW X TOGETHER,CROWN,32h6yQGn4oAhZ0HRsTMX26,78,0.622,0.0,0,1
108965,Pop,Gunna,Richard Millie Plain,14PWHDV87nXiSuClZDsEYC,74,0.7440000000000001,0.0,0,1
108966,Pop,Hailee Steinfeld,"Back to Life - from ""Bumblebee""",16geeCnXrbiomV1IZ8Kudc,75,0.638,0.0,0,1
108967,Pop,Danny Ocean,Me Rehúso,6De0lHrwBfPfrhorm9q1Xl,84,0.7440000000000001,0.0,0,1
108968,Pop,One Direction,Night Changes,5O2P9iiztwhomNh8xkR9lJ,76,0.672,0.0,0,1
108969,Pop,Britney Spears,Womanizer,4fixebDZAVToLbUCuEloa2,75,0.7240000000000001,0.0,0,1
108974,Pop,Bishop Briggs,River,3mRLHiSHYtC8Hk7bzZdUs1,77,0.733,2.97e-06,0,1
108976,Pop,LANY,Thick And Thin,3D110t9ctcoOoylXsc3iR8,76,0.6970000000000001,0.0,0,1
108980,Pop,The Weeknd,Try Me,4rv1ww0dUwFZcDVPqhcOcX,74,0.466,0.00108,0,1
108983,Pop,DJ Snake,Middle,0g5EKLgdKvNlln7TNqBByK,79,0.586,0.0,0,1
108990,Pop,Lost Kings,When We Were Young,4mEILaBM7bKZqKAun5tABu,74,0.547,0.0,0,1
108992,Pop,Cheat Codes,No Promises (feat. Demi Lovato),5lNuqFVMca4vPupY10cH0J,68,0.7390000000000001,0.0,0,1
108996,Pop,Beyoncé,7/11,02M6vucOvmRfMxTXDUwRXu,75,0.747,0.0,0,1
108999,Pop,Khalid,Therapy,25YvGDl2zSE0pH8jrMZ6aY,70,0.7070000000000001,0.00344,0,1
109000,Pop,Selena Gomez,Back To You,514rhnksEwHUh6LxXsQ4Y9,76,0.6,1.26e-06,0,1
109020,Pop,Hailee Steinfeld,You're Such A,3QTDzwSkRW04FVPo6COm0H,70,0.62,1e-06,0,1
109022,Pop,NAV,Held Me Down,0jiW3PNiHJxOhWh9oPBJ7m,73,0.826,0.0,0,1
109037,Pop,Zendaya,Replay,7d1CFwrBmH34gmS0Hkbfbt,70,0.688,0.0002,0,1
109038,Pop,Bea Miller,it's not u it's me,7cLm450e9XaPrEZTSTsfwU,73,0.7759999999999999,1.6899999999999997e-05,0,1
109040,Pop,Robinson,Nothing to Regret,3C2xQqHVkhA1Ht17SzPRke,73,0.6970000000000001,0.0,0,1
109041,Pop,Conan Gray,Generation Why,79e2GU4RLPjAqnijfvsXYr,70,0.561,2.93e-06,0,1
109047,Pop,One Direction,They Don't Know About Us,72C7aUQECOhNtnD0AC36ua,75,0.512,0.0,0,1
109057,Pop,The Weeknd,Reminder,37F0uwRSrdzkBiuj0D5UHI,74,0.705,0.0,0,1
109058,Pop,Quinn XCII,Holding Hands (feat. Elohim),5lEBksW3vntnNLDr2f5QUv,67,0.67,3.04e-05,0,1
109061,Pop,BTS,DNA,5SE57ljOIUJ1ybL9U6CuBH,77,0.598,0.0,0,1
109070,Pop,Niall Horan,This Town,0qvzXomUDJVaUboy2wMfiS,75,0.6779999999999999,0.0,0,1
109073,Pop,David Guetta,2U,762UXiwEHYY97VL45sAUPR,70,0.542,0.0,0,1
109081,Pop,Bruno Mars,It Will Rain,4rMNgxEwGWoPHIUcvB5BrB,69,0.574,0.0,0,1
109084,Pop,The Weeknd,Hurt You,13wNEvWmBsWaWVtiLPRIW5,73,0.484,0.00214,0,1
109087,Pop,BTS,MIC Drop (feat. Desiigner) [Steve Aoki Remix],7Ed6BkggCS2KaKY5YlINaF,75,0.613,0.0,0,1
109095,Pop,ZAYN,Entertainer,6kjKRa91zikS6ZOL2Rt1QF,77,0.696,2.44e-05,0,1
109097,Pop,Sam Hunt,Break Up In A Small Town,7aftSOGSOpSoIlVAQVBb71,70,0.579,0.0,0,1
109099,Pop,Niall Horan,Seeing Blind,65wnZsZLKJimfK1cTFOfa1,72,0.7090000000000001,0.0,0,1
109105,Pop,Keyshia Cole,Let It Go,2RqZFOLOnzVmHUX7ZMcaES,68,0.812,0.0,0,1
109108,Pop,The 1975,TOOTIMETOOTIMETOOTIME,33DzKnwuBE6lfOiADwzd5E,76,0.667,0.015,0,1
109110,Pop,Why Don't We,Cold In LA,2soCr3tI1sJ6lFrxBPQVzQ,74,0.6759999999999999,3.35e-06,0,1
109116,Pop,Willow,Wait a Minute!,0y60itmpH0aPKsFiGxmtnh,70,0.757,2.55e-05,0,1
109119,Pop,Lady Gaga,The Cure,34oB5r0lcN3fYWCs2uA1k5,74,0.6970000000000001,0.0,0,1
109129,Pop,Kodak Black,Gnarly (feat. Lil Pump),40Rpg3LkZwwzuHJ3GdjMma,74,0.764,0.0,0,1
109131,Pop,Khalid,Winter,4V3VshJLUTCIWa77YiAkvM,70,0.6779999999999999,9.38e-06,0,1
109143,Pop,Cash Cash,Finest Hour (feat. Abir),0p0ljM6RxgpGt7wthGqBZa,73,0.6559999999999999,0.0,0,1
109154,Pop,Gryffin,Just For A Moment (feat. Iselin),66U2Ud0RBGfQ0ZQrI2m8FC,73,0.53,1.6899999999999997e-05,0,1
109156,Pop,Drake,Legend,1ID1QFSNNxi0hiZCNcwjUC,72,0.715,0.0,0,1
109158,Pop,6LACK,Switch,29ZZAShKhwRUuKULSNtxX6,75,0.664,0.00489,0,1
109159,Pop,Destiny's Child,"Jumpin', Jumpin'",4pmc2AxSEq6g7hPVlJCPyP,72,0.7709999999999999,0.00157,0,1
109167,Pop,Madison Beer,Teenager in Love,2IRH2r95UDqvlrrMOgOXjU,72,0.6729999999999999,5.82e-06,0,1
109170,Pop,Chris Brown,Look At Me Now,7EKTo6rVJ3XSS7QTd6ep2j,71,0.764,3.67e-06,0,1
109171,Pop,The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",2PIvq1pGrUjY007X5y1UpM,78,0.66,0.0,0,1
109173,Pop,Marc E. Bassy,Morning,54Yappwod1fELR5zb2gDBn,69,0.46799999999999997,0.0,0,1
109179,Pop,LANY,I Don't Wanna Love You Anymore,7ArrTJ1LwcGAlEO65LUQ7i,76,0.7020000000000001,0.0,0,1
109181,Pop,Jason Derulo,Whatcha Say,67T6l4q3zVjC5nZZPXByU8,67,0.615,0.0,0,1
109182,Pop,Lana Del Rey,Love,2Kerz9H9IejzeIpjhDJoYG,74,0.527,0.0023,0,1
109194,Pop,Hailee Steinfeld,Rock Bottom,2qxaR31Te4xDR2yO6LqM8z,72,0.612,0.0,0,1
109205,Pop,Tory Lanez,DrIP DrIp Drip (feat. Meek Mill),6SPYOjTjqvidDI24Hy9lwX,73,0.71,0.0,0,1
109214,Pop,Maroon 5,Cold (feat. Future),7gwLQ4tZ5UdZ7qNcDyJ8wr,68,0.693,0.0,0,1
109217,Pop,Tory Lanez,Say It,2Gyc6e2cLxA5hoX1NOvYnU,73,0.546,6.5000000000000004e-06,0,1
109222,Pop,Troye Sivan,Lucky Strike,4RoArPM0AsuW3h8hW8xtnr,74,0.612,0.0,0,1
109228,Pop,Kelly Rowland,Motivation,4Cv5dkUBqepa0siwGREihD,70,0.721,0.00010400000000000001,0,1
109230,Pop,Adele,Water Under the Bridge,4vb4mFvYsr2h6enhjJsq9Y,70,0.596,1.5399999999999998e-05,0,1
109233,Pop,Chelsea Cutler,Your Shirt,5vtyFzfLkCSJvXEZFjQAa1,70,0.426,0.0,0,1
109235,Pop,Anne-Marie,Perfect To Me,0DC7Zs2qvAbNK1owWQ4mlL,80,0.604,0.0,0,1
109239,Pop,Jon Bellion,Guillotine,2FK1qmw8XNBqUe5CcgTVnE,66,0.614,5.83e-06,0,1
109243,Pop,Avicii,Hey Brother,4RXpgGM7A4Hg7cFBoH5KyF,79,0.537,6.12e-05,0,1
109246,Pop,Bebe Rexha,Bad Bitch (feat. Ty Dolla $ign),4ZJPwET9Jrgpkqi4Vo3Yg8,70,0.6559999999999999,0.0,0,1
109249,Pop,Yella Beezy,That's On Me,5c0Vl3yklw5WX9YI36dPLd,71,0.8029999999999999,0.0,0,1
109251,Pop,DNCE,Truthfully,2lBqyCeue1bCd6HCZtKXHu,73,0.718,0.0,0,1
109255,Pop,Lil Uzi Vert,Ps & Qs,1gGsNNUfvVMOv4llVMg8Vg,71,0.522,2.35e-06,0,1
109260,Pop,Noah Cyrus,Make Me (Cry),2BrzlUj1u1CtvaJDGIKpsP,71,0.588,0.00146,0,1
109262,Pop,Miley Cyrus,Wrecking Ball,2vwlzO0Qp8kfEtzTsCXfyE,75,0.53,0.0,0,1
109267,Pop,Big Sean,Jump Out The Window,1jQsKN68yE94tMYml0wHMd,72,0.745,0.0,0,1
109270,Pop,Jacquees,B.E.D.,1B6TmCvKjC4dopBohVW51x,71,0.7390000000000001,0.0,0,1
109271,Pop,Sixpence None The Richer,Kiss Me,754kgU5rWscRTfvlsuEwFp,79,0.526,1.76e-06,0,1
109277,Pop,Carly Rae Jepsen,Call Me Maybe,3TGRqZ0a2l1LRblBkJoaDx,68,0.778,0.0,0,1
109280,Pop,Usher,DJ Got Us Fallin' In Love (feat. Pitbull),4356Typ82hUiFAynbLYbPn,76,0.6629999999999999,0.0,0,1
109282,Pop,Carly Rae Jepsen,Now That I Found You,5cE201rNvIkryS8N1dJ5nR,71,0.611,0.0,0,1
109288,Pop,Daniel Powter,Bad Day,0mUyMawtxj1CJ76kn9gIZK,78,0.599,0.00336,0,1
109289,Pop,One Direction,Drag Me Down,2K87XMYnUMqLcX3zvtAF4G,75,0.73,0.0,0,1
109290,Pop,The Weeknd,Earned It (Fifty Shades Of Grey),4frLb7nWtsz2ymBE6k2GRP,70,0.647,0.0,0,1
109297,Pop,BLACKPINK,As If It's Your Last,1Zyd6zQnC6XIIzmg3hP7Ot,78,0.7859999999999999,0.0,0,1
109304,Pop,Lorde,Green Light,6ie2Bw3xLj2JcGowOlcMhb,75,0.594,8.55e-06,0,1
109306,Pop,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",1otG6j1WHNvl9WgXLWkHTo,71,0.7020000000000001,0.00201,0,1
109308,Pop,Maisie Peters,Worst of You,54iSfkh69fxhnSNrgvTEBp,75,0.741,0.0,0,1
109323,Pop,Nicky Jam,X - Remix,6JjPBQfI2Y8nIjnm65X6Pw,79,0.6629999999999999,3.77e-05,0,1
109324,Pop,Maddie & Tae,Friends Don't,6GRfCWffkEG93zyUJ1kGaM,69,0.523,0.0,0,1
109330,Pop,Avicii,Waiting For Love,2P4OICZRVAQcYAV2JReRfj,80,0.579,0.0,0,1
109340,Pop,Taylor Swift,Our Song,15DeqWWQB4dcEWzJg15VrN,66,0.5429999999999999,0.0,0,1
109350,Pop,Nacho,Déjalo,4VTTpwcAxVSQNzEZLi75d0,82,0.743,0.0,0,1
109358,Pop,Marc E. Bassy,You & Me,7yCqehT9dKACTFy7YugP0J,70,0.696,0.0,0,1
109359,Pop,Alicia Keys,Girl On Fire,4esOae7i4rqTbAu9o5Pxco,76,0.48200000000000004,0.00106,0,1
109372,Pop,Childish Gambino,Summertime Magic,4j3GWI86JvSaF0BLdmgcfF,74,0.76,0.00351,0,1
109373,Pop,BTS,Save Me,54s6sdPuMjVtdB5d5KFzTC,74,0.614,0.0,0,1
109375,Pop,Rae Sremmurd,This Could Be Us,4jTiyLlOJVJj3mCr7yfPQD,72,0.718,0.0,0,1
109379,Pop,Lady Gaga,Heal Me,5eRo6g2COIM4OE3UEHMA4g,74,0.606,0.0,0,1
109380,Pop,Austin Burke,Slower,0i2qj6IvyogojhQZRoJ80J,69,0.6970000000000001,0.000125,0,1
109387,Pop,Trey Songz,Nobody Else But You,1HOUzEsetdIPSpAgRPhZQt,70,0.708,0.0,0,1
109389,Pop,ILLENIUM,Crashing (feat. Bahari),7egj375ez0KtF3bYCfAHdZ,71,0.5820000000000001,0.0,0,1
109394,Pop,ZAYN,Common,39s9tdp3VpUpPtDxnda0d5,71,0.633,0.0,0,1
109412,Pop,XO Cupid,True Colors (feat. Maya Avedis),4AMY0oGSt7vZwgxDnHCJBr,80,0.636,0.0,0,1
109428,Pop,Jason Derulo,Want to Want Me,7oGZAicScQt96OAW4AruYy,76,0.775,0.0,0,1
109431,Pop,Ty Dolla $ign,Love U Better (feat. Lil Wayne & The-Dream),270aLuFCbX32hhBr8MQyPM,71,0.645,0.0,0,1
109432,Pop,Rita Ora,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",1YNQscOx6OqBQjxgJVhEeW,76,0.728,0.0,0,1
109436,Pop,Bebe Rexha,Knees,7IOxauZfx5l18mYfX0GZm6,72,0.777,1.02e-06,0,1
109437,Pop,Ariana Grande,Moonlight,4TZdeM7zelZGz6JPrXSEZ1,72,0.626,3.55e-06,0,1
109446,Pop,Luis Fonsi,Despacito,5AgTL2WmiCvoObA8fpncKs,70,0.665,0.0,0,1
109452,Pop,Migos,Danger (with Migos & Marshmello),0nhVrTiCGiGRCoZOJiWzm1,73,0.8140000000000001,0.0,0,1
109455,Pop,Ella Mai,Whatchamacallit (feat. Chris Brown),1YLfaRr3QIW1fF3nvDO0gX,76,0.6559999999999999,0.0,0,1
109463,Pop,Walker McGuire,Mysteries of the World,4i03jcO0O06RWfddcDlQoO,68,0.5479999999999999,0.0,0,1
109474,Pop,Khalid,Keep Me,6SWHTMywuTXLFlMQ75cAuu,69,0.778,0.0,0,1
109480,Pop,Katy Perry,Firework,4lCv7b86sLynZbXhfScfm2,74,0.638,0.0,0,1
109485,Pop,Rihanna,Disturbia,2VOomzT6VavJOGBeySqaMc,73,0.7070000000000001,0.0,0,1
109489,Pop,EXO,Tempo,4EjUFjzi4ErWjklOA3Aslu,75,0.6859999999999999,0.0,0,1
109490,Pop,Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",0OI7AFifLSoGzpb8bdBLLV,75,0.653,0.0,0,1
109494,Pop,Daniel Caesar,Hold Me Down,1Mza2sr6tPhy6jjI3HB9fW,71,0.46299999999999997,0.0005650000000000001,0,1
109498,Pop,Shawn Mendes,Life Of The Party,14hJ5tc1VCFMWhVn9axRTC,66,0.667,0.0,0,1
109500,Pop,Julia Michaels,Worst In Me,1FY8gDAydm8CfGYp7Lv9ce,66,0.648,0.0,0,1
109513,Pop,Mario Bautista,Baby Girl (feat. Lalo Ebratt),6o8ogTrSX8H0F66Pdz3Tsc,85,0.804,0.000138,0,1
109516,Pop,Halsey,Control,3SKzTIl9mW0DadTys9SFo3,70,0.5489999999999999,0.0,0,1
109517,Pop,Maluma,El Préstamo,2XVilv6s9GETnw9PG4T9Mz,78,0.74,0.0,0,1
109519,Pop,Hayley Kiyoko,What I Need (feat. Kehlani),5nFyaoBWwwMJ9fv33tZ2MB,71,0.633,0.0,0,1
109520,Pop,Sam Hunt,Take Your Time,6DEaND0SHv3sC11xobZLiy,70,0.5579999999999999,0.0,0,1
109522,Pop,Alicia Keys,Fallin',3unsLiH5FXmaDWtT5Imolu,75,0.653,0.00101,0,1
109530,Pop,SHAUN,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,1ZLrDPgR7mvuTco3rQK8Pk,82,0.737,0.0,0,1
109538,Pop,G-Eazy,Let's Get Lost,5DSr1NMci58MEgS20vivSL,67,0.6709999999999999,3.98e-05,0,1
109544,Pop,Thalía,No Me Acuerdo,1G586ld1gbaECg4Bc6w40O,82,0.8370000000000001,0.0,0,1
109546,Pop,Khalid,Reasons,5hrT5sukNbTb6xKPyYdo0I,68,0.76,0.0,0,1
109561,Pop,Kevin Gates,Really Really,10I3CmmwT0BkOVhduDy53o,71,0.762,0.0,0,1
109562,Pop,James Bay,Hold Back The River,7tmtOEDxPN7CWaQWBsG1DY,67,0.715,0.0,0,1
109564,Pop,Shakira,Try Everything,1N3dZ7TTWO6VcD4Y3hHYLZ,69,0.705,0.0,0,1
109570,Pop,Ariana Grande,Greedy,2tpIAmAq9orm1Owh5pja1w,72,0.62,0.0,0,1
109579,Pop,Ed Sheeran,Tenerife Sea,1HbcclMpw0q2WDWpdGCKdS,74,0.53,1.07e-05,0,1
109582,Pop,Halsey,Castle,16w8ZGVSjI4TlTLV8VimBY,70,0.626,0.0,0,1
109586,Pop,Conan Gray,Greek God,7KJXiuMXQu723ODChoxENp,67,0.5720000000000001,7.21e-06,0,1
109587,Pop,Jess Glynne,All I Am,6X6SdJzxyw7GzxwP2fr9WV,77,0.74,0.0,0,1
109592,Pop,Tinashe,2 On (feat. ScHoolboy Q),3jVtllWS5CFFWLQng8sKsr,70,0.742,0.0,0,1
109601,Pop,Absofacto,Dissolve,7pBrj5rt4SSxXwFKOyZfHR,70,0.688,0.000157,0,1
109622,Pop,Quinn XCII,FFYL,5WMr0rpgYeYXNSXar5IAvi,64,0.722,7.1e-06,0,1
109628,Pop,Quinn XCII,Full Circle,2uHSDyFByIUeTUAxZCTRp0,66,0.7509999999999999,0.0,0,1
109631,Pop,SZA,Drew Barrymore,06u5LrUpbosQlQ1QJFhPpG,69,0.578,0.0,0,1
109635,Pop,Christina Aguilera,Genie in a Bottle,11mwFrKvLXCbcVGNxffGyP,73,0.627,0.000123,0,1
109645,Pop,Florence + The Machine,Moderation,6V0PPYLaQ5fCAPftwIgpuN,73,0.64,0.000215,0,1
109646,Pop,Snakehips,Don't Leave,0Zx8khUcEfCFK2AEoIhC92,72,0.657,0.0,0,1
109647,Pop,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,6SwRhMLwNqEi6alNPVG00n,76,0.6579999999999999,0.0,0,1
109655,Pop,Ariana Grande,blazed (feat. Pharrell Williams),4mLkiFppf8Xvem6BSY34qw,70,0.795,0.0,0,1
109657,Pop,One Direction,You & I,2afCBiru10AFckfOa49wIa,73,0.574,0.0,0,1
109667,Pop,David Guetta,Don't Leave Me Alone (feat. Anne-Marie),2lYTJK94hb0fd1LQtb6Dhk,79,0.659,0.0,0,1
109680,Pop,George Ezra,Hold My Girl,42bbDWZ8WmXTH7PkYAlGLu,81,0.614,0.0,0,1
109694,Pop,blackbear,anxiety (with FRND),7my1wrfnHqssb3mtHEPWrI,68,0.652,0.0,0,1
109706,Pop,Cameron Dallas,Why Haven't I Met You?,5NACaWLnFkMDY5c4IUiqml,73,0.7020000000000001,0.0,0,1
109707,Pop,Jeremih,Down On Me,0x3TibRgnSqzkcwrqBd4iX,72,0.7,0.0,0,1
109718,Pop,Ryan Hurd,To a T,64wjSAPLRnrjNByQCxnX3u,71,0.687,0.0,0,1
109719,Pop,Shawn Mendes,I Know What You Did Last Summer,2GyA33q5rti5IxkMQemRDH,65,0.695,0.0,0,1
109728,Pop,Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),0hy1SOTEn9ifXTzOwnCwEr,72,0.589,0.0,0,1
109742,Pop,Phillip Phillips,Home,4rsW3WCZBGwhHfJWuHRwyT,66,0.607,1.1599999999999999e-05,0,1
109752,Pop,Martin Garrix,Scared to Be Lonely,3ebXMykcMXOcLeJ9xZ17XH,82,0.584,0.0,0,1
109754,Pop,Cher,If I Could Turn Back Time,6mYrhCAGWzTdF8QnKuchXM,73,0.654,0.0,0,1
109760,Pop,Flume,Never Be Like You (feat. Kai),5WI2ltQIdwgzf1SNE76JyR,70,0.444,0.0,0,1
109763,Pop,Sister Hazel,All For You,2skmOCFU64Bg7Ytkgwliwe,67,0.631,4.3700000000000005e-05,0,1
109765,Pop,Louis Tomlinson,Two of Us,3fd5jcZKAzoiivM4ZDwhyU,75,0.614,0.0,0,1
109773,Pop,Backstreet Boys,No Place,2rZfKyWzXoxQe2DBlvZ2sP,73,0.716,0.0,0,1
109774,Pop,Post Malone,Feel,7MTIDmToGs0I5Oue9V0CHl,70,0.49700000000000005,4.79e-06,0,1
109783,Pop,Cuco,Drown,03ZkvqZOANKndGXfAAPywG,68,0.674,0.00091,0,1
109789,Pop,Rihanna,Sex With Me,6WAxKNbZoGNzQTIvdMqkFs,65,0.619,0.0,0,1
109791,Pop,Gryffin,Nobody Compares To You (feat. Katie Pearlman),2Un9MGFwpGdGU9yl9KOvXx,70,0.585,0.0,0,1
109793,Pop,Céline Dion,"Because You Loved Me (Theme from ""Up Close and Personal"")",1NOeZ7ZIVKMebuza26rofd,74,0.614,0.0,0,1
109801,Pop,Jacquees,You (Remix) feat. Blueface - Remix,2m1JKNrEQA37VibuKSMJEH,70,0.723,0.0,0,1
109806,Pop,Kygo,Stargazing,0Zbbxnx4SGGHoIow4PpISP,79,0.677,0.0,0,1
